id_propiedad,zona,anillo_vial,estrato_socioeconomico,latitud,longitud,distancia_centro_km,distancia_av_banzer_km,tipo_propiedad,superficie_total_m2,superficie_construida_m2,habitaciones,banos,pisos,garage_vehiculos,antiguedad_anos,estado_conservacion,material_construccion,orientacion,tiene_piscina,tiene_jardin,amueblado,tiene_ascensor,seguridad_24h,precio_m2_usd,precio_total_usd,precio_total_bs,fecha_publicacion,disponible
SC-09502,Equipetrol Sur,3,Alto,-17.748065,-63.197954,5.56,2.01,Casa,254,146,2,2,2,2,11,Bueno,Hormigón armado,Sur,0,1,0,0,1,1087.68,164700.0,1146300.0,2022-09-25,0
SC-09503,El Trompillo,2,Medio-Alto,-17.78544,-63.19609,1.76,6.15,Casa,501,281,5,4,3,1,15,Bueno,Hormigón armado,Norte,0,1,1,0,1,661.68,194600.0,1354400.0,2023-09-16,1
SC-09504,Villa 1ro de Mayo,4,Bajo,-17.806748,-63.138558,7.23,8.52,Casa,164,83,6,1,3,3,18,Bueno,Ladrillo,Sureste,0,1,0,0,0,128.88,10600.0,73800.0,2024-01-15,1
SC-09505,Beni (zona norte),3,Medio-Alto,-17.75559,-63.175702,3.71,2.84,Departamento,111,98,3,1,1,0,12,En construcción,Hormigón armado,Este,0,0,1,0,1,391.0,36700.0,255400.0,2023-11-21,0
SC-09506,Cotoca (periurbano),6,Bajo,-17.819047,-63.040549,18.95,9.88,Casa,355,214,3,4,1,2,42,Excelente,Hormigón armado,Oeste,0,0,0,0,0,96.91,20800.0,144800.0,2022-06-27,1
SC-09507,Beni (zona norte),3,Medio-Alto,-17.749233,-63.163347,5.72,2.13,Terreno,234,0,0,0,0,0,0,Malo,Hormigón armado,Norte,0,0,1,0,1,161.65,38000.0,264500.0,2024-04-26,1
SC-09508,Los Pozos,3,Medio,-17.799757,-63.176348,2.46,7.74,Departamento,174,172,3,1,1,1,12,Regular,Ladrillo,Este,0,0,0,1,0,310.39,53700.0,373800.0,2022-03-06,1
SC-09509,Av. Banzer (norte),4,Medio-Alto,-17.725748,-63.192233,7.44,0.47,Penthouse,83,72,1,3,1,2,13,Bueno,Ladrillo,Este,0,0,0,0,0,792.51,57400.0,399500.0,2022-02-03,0
SC-09510,Los Pozos,3,Medio,-17.778806,-63.179812,0.7,5.42,Casa,735,311,5,2,3,3,40,Bueno,Ladrillo,Suroeste,0,1,1,0,0,267.85,83500.0,581200.0,2024-03-22,0
SC-09511,Warnes,6,Bajo,-17.506574,-63.172092,31.73,24.8,Casa,743,528,6,2,1,2,45,Regular,Hormigón armado,Sur,0,0,0,0,0,58.04,30800.0,214400.0,2023-05-07,1
SC-09512,Plan 3000,4,Bajo,-17.809399,-63.149665,6.35,8.81,Casa,366,156,5,2,3,2,25,Malo,Hormigón armado,Suroeste,0,1,0,0,0,118.22,18500.0,128800.0,2023-09-13,1
SC-09513,Equipetrol Norte,3,Alto,-17.753873,-63.185565,3.61,2.65,Casa,573,261,6,2,3,4,4,Bueno,Hormigón armado,Noreste,1,1,0,0,1,1133.85,289400.0,2014200.0,2022-01-17,1
SC-09514,El Trompillo,2,Medio-Alto,-17.803986,-63.186873,2.84,8.21,Departamento,41,40,1,1,1,2,24,Regular,Hormigón armado,Noreste,0,0,1,0,1,555.91,22300.0,155200.0,2023-07-23,1
SC-09515,Las Palmas,2,Alto-Medio,-17.748756,-63.197856,5.48,2.08,Departamento,154,141,4,1,1,2,7,Regular,Ladrillo,Noreste,1,0,1,0,1,615.32,89200.0,620800.0,2023-12-14,1
SC-09516,Av. Cristo Redentor,3,Medio,-17.756066,-63.151941,6.17,2.89,Departamento,162,147,4,3,1,0,12,Bueno,Hormigón armado,Sur,0,0,1,0,0,285.07,39900.0,277700.0,2024-06-03,1
SC-09517,Cotoca (periurbano),6,Bajo,-17.812944,-63.044123,17.9,9.21,Casa,174,125,3,1,2,0,11,En construcción,Mixto,Este,0,1,1,0,0,125.1,16000.0,111400.0,2022-12-02,1
SC-09518,Norte (Radial 26),4,Medio-Alto,-17.708198,-63.16365,10.24,2.42,Local Comercial,633,305,4,2,1,1,11,Bueno,Mixto,Este,0,0,1,0,1,578.5,184000.0,1280600.0,2024-03-18,1
SC-09519,Plan 3000,4,Bajo,-17.801265,-63.131279,7.39,7.91,Casa,275,121,3,3,3,2,41,Bueno,Hormigón armado,Noreste,0,1,1,0,0,143.4,17600.0,122500.0,2023-06-18,1
SC-09520,Equipetrol Sur,3,Alto,-17.769125,-63.198282,3.26,4.34,Terreno,113,0,0,0,0,0,0,Excelente,Hormigón armado,Sureste,1,0,1,0,0,948.44,110500.0,769100.0,2023-02-14,1
SC-09521,Equipetrol Sur,3,Alto,-17.772374,-63.181021,1.28,4.7,Departamento,117,114,1,1,1,0,7,Bueno,Hormigón armado,Sur,0,0,0,0,1,893.02,97100.0,675800.0,2023-07-09,1
SC-09522,Sur (Doble Vía La Guardia),4,Medio,-17.809008,-63.169642,4.19,8.77,Casa,353,205,5,3,2,3,6,Malo,Ladrillo,Noreste,0,1,1,0,0,177.71,37000.0,257500.0,2023-05-28,1
SC-09523,Equipetrol Sur,3,Alto,-17.774567,-63.179544,1.2,4.95,Local Comercial,968,460,2,4,2,4,30,Bueno,Ladrillo,Noreste,0,0,0,0,0,906.55,409000.0,2846600.0,2023-08-30,1
SC-09524,Av. Cristo Redentor,3,Medio,-17.774038,-63.165881,2.7,4.89,Departamento,93,91,1,3,1,1,20,En construcción,Mixto,Oeste,0,0,1,0,0,254.73,22600.0,157300.0,2024-01-27,1
SC-09525,Beni (zona norte),3,Medio-Alto,-17.751984,-63.183872,3.64,2.44,Terreno,294,0,0,0,0,0,0,Regular,Hormigón armado,Oeste,0,0,1,0,0,228.65,69800.0,485800.0,2024-01-08,1
SC-09526,Beni (zona norte),3,Medio-Alto,-17.742834,-63.170242,5.7,1.42,Casa,434,230,4,2,1,3,22,Regular,Adobe,Suroeste,0,1,0,0,0,309.61,70300.0,489300.0,2023-12-14,1
SC-09527,Av. Banzer (norte),4,Medio-Alto,-17.726516,-63.182008,6.27,0.39,Departamento,61,59,2,3,1,2,12,Regular,Hormigón armado,Suroeste,0,0,0,0,0,541.13,31400.0,218500.0,2023-05-07,1
SC-09528,Av. Cristo Redentor,3,Medio,-17.764239,-63.155669,4.87,3.8,Casa,189,154,3,2,2,3,29,Excelente,Hormigón armado,Noroeste,0,1,0,0,0,537.62,79400.0,552600.0,2022-10-09,0
SC-09529,Plan 3000,4,Bajo,-17.787627,-63.136891,5.28,6.4,Casa,517,239,2,3,1,3,41,Bueno,Hormigón armado,Noroeste,0,1,0,0,0,173.78,43200.0,300700.0,2023-02-24,1
SC-09530,Av. Cristo Redentor,3,Medio,-17.780552,-63.172141,1.31,5.61,Departamento,150,140,1,1,1,2,18,Bueno,Hormigón armado,Noroeste,0,0,1,0,0,352.25,48200.0,335500.0,2022-12-08,1
SC-09531,Las Palmas,2,Alto-Medio,-17.764441,-63.197983,3.75,3.82,Oficina,408,177,2,3,1,2,25,Bueno,Mixto,Noreste,0,0,0,0,1,749.79,130700.0,909700.0,2023-12-20,0
SC-09532,Av. Cristo Redentor,3,Medio,-17.761075,-63.164167,4.32,3.45,Casa,723,299,6,4,3,0,15,Malo,Adobe,Noreste,0,0,0,0,0,318.45,97700.0,680000.0,2023-03-08,1
SC-09533,Cotoca (periurbano),6,Bajo,-17.799553,-63.056803,15.07,7.72,Terreno,178,0,0,0,0,0,0,Bueno,Hormigón armado,Suroeste,0,0,0,0,0,132.61,23200.0,161500.0,2023-08-27,1
SC-09534,Equipetrol Norte,3,Alto,-17.764405,-63.167567,3.59,3.82,Casa,147,109,2,1,3,0,34,Bueno,Ladrillo,Noroeste,1,0,0,0,1,1020.57,113400.0,789300.0,2022-12-16,1
SC-09535,Villa 1ro de Mayo,4,Bajo,-17.803883,-63.154973,5.17,8.2,Local Comercial,899,377,2,2,2,1,14,Bueno,Mixto,Noreste,0,0,1,0,0,163.53,64000.0,445400.0,2022-06-22,0
SC-09536,Casco Viejo,1,Medio,-17.775182,-63.19216,1.94,5.02,Oficina,217,105,3,3,3,2,14,Regular,Hormigón armado,Noreste,0,0,0,0,0,503.23,54400.0,378600.0,2023-02-15,1
SC-09537,Sur (Doble Vía La Guardia),4,Medio,-17.825925,-63.184277,5.01,10.65,Oficina,356,182,6,1,1,0,41,Bueno,Adobe,Noreste,0,0,0,0,0,300.46,54500.0,379300.0,2023-10-03,1
SC-09538,El Trompillo,2,Medio-Alto,-17.804712,-63.181451,2.47,8.29,Casa,105,83,3,3,3,4,7,Bueno,Mixto,Oeste,0,0,0,0,0,445.57,37300.0,259600.0,2024-05-29,1
SC-09539,Casco Viejo,1,Medio,-17.7684,-63.173095,2.56,4.26,Casa,481,274,4,3,1,1,22,Malo,Ladrillo,Sureste,0,1,1,0,0,303.14,83300.0,579800.0,2023-01-06,1
SC-09540,Las Palmas,2,Alto-Medio,-17.747957,-63.185515,4.26,1.99,Casa,371,188,5,3,3,3,7,En construcción,Hormigón armado,Suroeste,1,1,1,0,1,649.32,119000.0,828200.0,2023-06-03,1
SC-09541,Las Palmas,2,Alto-Medio,-17.765902,-63.213888,5.27,3.99,Casa,363,194,6,3,1,0,9,Regular,Mixto,Oeste,1,1,0,0,1,804.18,148200.0,1031500.0,2024-03-17,1
SC-09542,Barrio Sirari,3,Medio-Alto,-17.74133,-63.176954,5.16,1.26,Casa,147,104,2,4,1,0,41,Bueno,Hormigón armado,Noreste,0,1,1,0,0,496.01,49700.0,345900.0,2022-07-05,0
SC-09543,Villa 1ro de Mayo,4,Bajo,-17.817765,-63.148046,7.45,9.74,Casa,327,132,2,3,3,4,9,Regular,Mixto,Sureste,0,1,1,0,0,152.03,20600.0,143400.0,2023-07-13,1
SC-09544,Urbarí,2,Alto,-17.775783,-63.195384,2.22,5.08,Terreno,152,0,0,0,0,0,0,Bueno,Ladrillo,Sureste,1,0,1,0,1,739.59,107100.0,745400.0,2023-09-11,0
SC-09545,Equipetrol Norte,3,Alto,-17.761339,-63.169049,3.77,3.48,Departamento,104,98,3,3,1,1,11,Regular,Hormigón armado,Sur,1,0,0,1,1,755.36,70500.0,490700.0,2024-01-05,1
SC-09546,Las Palmas,2,Alto-Medio,-17.761057,-63.2118,5.59,3.45,Terreno,257,0,0,0,0,0,0,Bueno,Ladrillo,Oeste,0,0,0,0,1,413.44,107200.0,746100.0,2022-04-12,1
SC-09547,Equipetrol Norte,3,Alto,-17.769922,-63.17549,2.14,4.43,Casa,228,144,3,1,3,2,11,Bueno,Ladrillo,Noroeste,0,1,0,0,1,1143.15,172000.0,1197100.0,2024-04-06,0
SC-09548,Av. Cristo Redentor,3,Medio,-17.780012,-63.165602,2.06,5.55,Terreno,81,0,0,0,0,0,0,Bueno,Hormigón armado,Sureste,0,0,0,0,0,175.75,13500.0,94000.0,2022-01-17,1
SC-09549,Norte (Radial 26),4,Medio-Alto,-17.727147,-63.178577,6.56,0.32,Local Comercial,341,164,6,4,3,1,0,Bueno,Hormigón armado,Este,0,0,1,0,1,458.96,75900.0,528300.0,2024-01-20,1
SC-09550,El Trompillo,2,Medio-Alto,-17.803493,-63.196324,3.79,8.16,Duplex,290,128,6,3,3,1,11,Bueno,Adobe,Oeste,0,1,0,0,0,571.32,75400.0,524800.0,2023-01-08,1
SC-09551,Las Palmas,2,Alto-Medio,-17.767768,-63.189891,2.52,4.19,Casa,276,163,4,2,2,0,14,Regular,Mixto,Sur,0,1,1,0,0,422.3,68600.0,477500.0,2023-08-12,1
SC-09552,Plan 3000,4,Bajo,-17.813465,-63.139884,7.83,9.26,Casa,188,102,5,3,2,3,30,Bueno,Adobe,Noreste,0,1,1,0,0,243.62,25600.0,178200.0,2023-05-07,1
SC-09553,Cotoca (periurbano),6,Bajo,-17.815665,-63.059102,16.62,9.51,Casa,289,162,5,2,1,4,37,Bueno,Ladrillo,Noreste,0,1,1,0,0,86.99,13800.0,96000.0,2023-09-24,1
SC-09554,Sur (Doble Vía La Guardia),4,Medio,-17.811353,-63.177464,3.63,9.03,Local Comercial,252,124,5,1,2,0,41,Malo,Hormigón armado,Oeste,0,0,1,0,0,175.0,21400.0,148900.0,2023-04-08,1
SC-09555,Barrio Sirari,3,Medio-Alto,-17.73886,-63.201374,6.95,0.98,Casa,137,91,2,2,3,4,16,Excelente,Ladrillo,Este,0,0,0,0,1,720.68,68700.0,478200.0,2023-06-14,1
SC-09556,Urbarí,2,Alto,-17.780022,-63.187475,0.91,5.55,Casa,236,170,3,1,3,2,33,Regular,Mixto,Suroeste,0,0,0,0,0,522.34,90900.0,632700.0,2024-04-25,1
SC-09557,El Trompillo,2,Medio-Alto,-17.788394,-63.18168,0.63,6.48,Casa,666,346,4,3,1,3,28,Bueno,Hormigón armado,Suroeste,0,1,1,0,1,597.58,201600.0,1403100.0,2022-06-22,1
SC-09558,Plan 3000,4,Bajo,-17.796262,-63.120314,7.99,7.36,Terreno,294,0,0,0,0,0,0,Regular,Adobe,Suroeste,0,0,0,0,0,179.15,50200.0,349400.0,2022-06-06,0
SC-09559,Norte (Radial 26),4,Medio-Alto,-17.722084,-63.181992,6.76,0.88,Oficina,211,90,5,1,3,2,15,Malo,Ladrillo,Oeste,0,0,0,1,1,262.03,22500.0,156600.0,2024-05-27,1
SC-09560,Sur (Doble Vía La Guardia),4,Medio,-17.807838,-63.168842,4.15,8.64,Local Comercial,259,192,6,3,2,0,24,Bueno,Mixto,Oeste,0,0,0,0,0,263.51,51200.0,356400.0,2022-09-02,1
SC-09561,Av. Cristo Redentor,3,Medio,-17.763135,-63.162952,4.22,3.68,Terreno,205,0,0,0,0,0,0,Malo,Hormigón armado,Oeste,0,0,1,0,0,160.48,33200.0,231100.0,2023-11-25,1
SC-09562,Los Pozos,3,Medio,-17.804575,-63.153605,5.4,8.28,Departamento,180,173,2,2,1,2,0,Regular,Hormigón armado,Norte,0,0,0,0,0,266.33,45800.0,318800.0,2022-07-31,0
SC-09563,Las Palmas,2,Alto-Medio,-17.763572,-63.204624,4.55,3.73,Casa,535,376,3,4,1,4,45,En construcción,Hormigón armado,Este,0,1,0,0,1,397.16,155700.0,1083700.0,2023-12-07,0
SC-09564,Barrio Sirari,3,Medio-Alto,-17.748187,-63.182778,3.95,2.02,Casa,290,170,2,3,1,1,15,Malo,Steel frame,Noroeste,0,1,0,0,1,336.33,57800.0,402300.0,2023-03-19,1
SC-09565,Villa 1ro de Mayo,4,Bajo,-17.823179,-63.132441,9.7,10.34,Oficina,217,89,6,4,1,2,16,Bueno,Ladrillo,Sur,0,0,0,1,0,171.71,15400.0,107200.0,2022-02-12,1
SC-09566,Hamacas,2,Alto-Medio,-17.7399,-63.200132,6.7,1.1,Departamento,123,108,1,2,1,1,21,Malo,Ladrillo,Suroeste,1,0,1,1,1,353.33,36700.0,255400.0,2024-04-24,0
SC-09567,Palermo,3,Medio,-17.786261,-63.165687,2.09,6.24,Terreno,333,0,0,0,0,0,0,Bueno,Hormigón armado,Suroeste,0,0,1,0,0,288.67,99600.0,693200.0,2022-05-22,1
SC-09568,Av. Cristo Redentor,3,Medio,-17.767353,-63.156017,4.48,4.15,Departamento,125,121,1,1,1,1,26,Regular,Adobe,Noreste,0,0,0,0,0,217.44,27300.0,190000.0,2023-08-05,1
SC-09569,Cotoca (periurbano),6,Bajo,-17.81698,-63.048713,17.86,9.65,Departamento,141,137,1,2,1,0,1,Malo,Ladrillo,Oeste,0,0,1,0,0,141.69,18600.0,129500.0,2022-03-13,1
SC-09570,Norte (Radial 26),4,Medio-Alto,-17.710289,-63.156002,10.82,2.19,Duplex,688,289,5,3,2,3,18,Regular,Adobe,Oeste,0,1,1,0,1,503.47,143100.0,996000.0,2023-03-27,1
SC-09571,Villa 1ro de Mayo,4,Bajo,-17.810367,-63.138031,7.69,8.92,Duplex,143,98,4,4,1,2,50,Excelente,Mixto,Sureste,0,0,1,0,0,158.16,14800.0,103000.0,2022-01-11,0
SC-09572,Beni (zona norte),3,Medio-Alto,-17.766602,-63.175896,2.47,4.06,Casa,234,124,2,3,3,2,7,Excelente,Ladrillo,Sureste,0,1,1,0,1,848.48,104800.0,729400.0,2023-09-17,0
SC-09573,Warnes,6,Bajo,-17.499118,-63.165454,33.26,25.63,Departamento,153,147,2,2,1,2,17,Malo,Ladrillo,Noroeste,0,0,1,1,0,123.29,18000.0,125300.0,2022-07-17,1
SC-09574,Barrio Sirari,3,Medio-Alto,-17.735698,-63.184254,5.49,0.63,Departamento,77,76,2,3,1,0,12,Bueno,Steel frame,Sureste,0,0,0,0,1,468.17,35000.0,243600.0,2022-07-22,0
SC-09575,Plan 3000,4,Bajo,-17.806376,-63.126789,8.43,8.48,Oficina,256,122,4,2,3,3,6,Bueno,Mixto,Noreste,0,0,1,0,0,175.86,20500.0,142700.0,2023-09-08,1
SC-09576,Av. Banzer (norte),4,Medio-Alto,-17.730079,-63.178598,6.23,0.01,Casa,587,310,4,1,1,2,20,Regular,Hormigón armado,Sur,0,1,0,0,0,396.54,127800.0,889500.0,2024-03-05,1
SC-09577,Cotoca (periurbano),6,Bajo,-17.797966,-63.039668,16.71,7.54,Departamento,124,111,3,2,1,1,0,Malo,Ladrillo,Noroeste,0,0,0,0,0,107.75,11400.0,79300.0,2023-03-25,1
SC-09578,Casco Viejo,1,Medio,-17.768093,-63.169899,2.93,4.23,Casa,342,194,3,1,1,0,21,Bueno,Mixto,Noreste,0,1,0,0,0,428.55,82500.0,574200.0,2022-05-24,1
SC-09579,Palermo,3,Medio,-17.792619,-63.166807,2.67,6.95,Penthouse,102,96,4,1,1,0,9,Malo,Hormigón armado,Sur,0,0,1,1,0,240.21,23900.0,166300.0,2022-07-31,1
SC-09580,Av. Cristo Redentor,3,Medio,-17.767533,-63.151372,4.95,4.17,Departamento,129,113,4,3,1,1,16,Bueno,Ladrillo,Noroeste,0,0,0,1,0,247.26,28600.0,199100.0,2024-05-29,1
SC-09581,Barrio Sirari,3,Medio-Alto,-17.734712,-63.199952,7.26,0.52,Departamento,162,142,2,3,1,1,24,Regular,Hormigón armado,Noroeste,0,0,1,0,0,298.48,41900.0,291600.0,2023-07-05,0
SC-09582,Av. Paurito,5,Medio-Bajo,-17.804838,-63.230572,7.56,8.31,Casa,645,267,4,2,3,3,10,Excelente,Hormigón armado,Noreste,0,1,1,0,0,381.45,101200.0,704400.0,2023-09-26,0
SC-09583,Los Pozos,3,Medio,-17.795429,-63.175292,2.09,7.26,Departamento,116,103,3,3,1,2,13,Excelente,Hormigón armado,Sureste,0,0,1,0,0,376.68,38600.0,268700.0,2022-05-16,1
SC-09584,Las Palmas,2,Alto-Medio,-17.746919,-63.199383,5.84,1.88,Casa,266,107,2,4,2,4,9,Malo,Mixto,Oeste,0,1,0,0,1,340.21,35700.0,248500.0,2022-11-09,1
SC-09585,El Trompillo,2,Medio-Alto,-17.784812,-63.17749,0.68,6.08,Local Comercial,180,78,5,2,1,4,2,Regular,Hormigón armado,Sur,0,0,0,0,0,453.93,35300.0,245700.0,2024-05-25,1
SC-09586,Las Palmas,2,Alto-Medio,-17.752992,-63.18668,3.83,2.55,Terreno,412,0,0,0,0,0,0,Bueno,Ladrillo,Sur,1,0,1,0,1,480.75,190900.0,1328700.0,2024-04-30,0
SC-09587,Av. Paurito,5,Medio-Bajo,-17.803734,-63.227738,7.14,8.18,Casa,437,273,4,4,1,4,23,Regular,Ladrillo,Sureste,0,0,1,0,0,220.08,62400.0,434300.0,2023-03-22,0
SC-09588,El Trompillo,2,Medio-Alto,-17.795902,-63.204128,3.77,7.32,Terreno,660,0,0,0,0,0,0,Excelente,Hormigón armado,Oeste,0,0,0,0,0,468.54,305400.0,2125600.0,2023-10-13,1
SC-09589,Warnes,6,Bajo,-17.501735,-63.171019,32.38,25.34,Terreno,446,0,0,0,0,0,0,Regular,Mixto,Sur,0,0,1,0,0,89.94,42000.0,292300.0,2022-07-03,0
SC-09590,Av. Banzer (norte),4,Medio-Alto,-17.735927,-63.169193,6.58,0.66,Terreno,181,0,0,0,0,0,0,Bueno,Hormigón armado,Noroeste,0,0,1,0,1,307.58,56700.0,394600.0,2023-07-02,1
SC-09591,Beni (zona norte),3,Medio-Alto,-17.762675,-63.173105,3.2,3.63,Casa,485,212,6,2,1,4,31,Bueno,Ladrillo,Sur,0,1,1,0,1,342.17,73200.0,509500.0,2023-02-24,1
SC-09592,Sur (Doble Vía La Guardia),4,Medio,-17.833715,-63.169317,6.97,11.51,Casa,103,84,2,3,3,3,27,Excelente,Hormigón armado,Noroeste,0,0,1,0,0,306.05,25800.0,179600.0,2023-06-08,1
SC-09593,Av. Banzer (norte),4,Medio-Alto,-17.717332,-63.168695,8.7,1.41,Oficina,814,431,2,3,2,3,13,Excelente,Hormigón armado,Suroeste,0,0,0,0,0,724.04,312800.0,2177100.0,2022-04-16,0
SC-09594,Casco Viejo,1,Medio,-17.770305,-63.18914,2.16,4.47,Terreno,483,0,0,0,0,0,0,Excelente,Mixto,Noreste,0,0,1,0,0,426.8,214600.0,1493600.0,2022-02-28,0
SC-09595,Beni (zona norte),3,Medio-Alto,-17.748735,-63.167123,5.38,2.08,Casa,502,204,2,2,2,3,50,Bueno,Mixto,Noreste,0,0,1,0,1,236.69,47200.0,328500.0,2023-08-14,1
SC-09596,Barrio Sirari,3,Medio-Alto,-17.748899,-63.181572,3.83,2.1,Departamento,70,62,4,2,1,1,29,Malo,Hormigón armado,Noroeste,0,0,0,0,1,354.83,21300.0,148200.0,2023-12-27,1
SC-09597,Villa 1ro de Mayo,4,Bajo,-17.797715,-63.159555,4.01,7.52,Oficina,160,100,3,1,2,4,13,Regular,Steel frame,Noroeste,0,0,0,0,0,159.95,16600.0,115500.0,2024-06-18,1
SC-09598,Warnes,6,Bajo,-17.494675,-63.16315,34.0,26.12,Departamento,179,171,2,1,1,0,7,Bueno,Ladrillo,Noroeste,0,0,0,1,0,143.29,25700.0,178900.0,2023-12-13,0
SC-09599,Hamacas,2,Alto-Medio,-17.747764,-63.184991,4.23,1.97,Casa,284,215,4,1,1,3,22,Regular,Hormigón armado,Sureste,1,1,1,0,1,669.9,139600.0,971600.0,2022-04-02,1
SC-09600,Equipetrol Norte,3,Alto,-17.762828,-63.186079,2.67,3.64,Local Comercial,332,158,3,1,3,3,20,Regular,Ladrillo,Noreste,0,0,0,0,1,1013.9,165200.0,1149800.0,2024-01-14,1
SC-09601,Av. Banzer (norte),4,Medio-Alto,-17.718369,-63.16965,8.48,1.29,Casa,585,249,4,1,3,3,20,Bueno,Hormigón armado,Suroeste,0,0,0,0,1,604.31,143300.0,997400.0,2022-06-04,1
SC-09602,Norte (Radial 26),4,Medio-Alto,-17.712121,-63.160609,10.13,1.98,Casa,342,166,5,1,2,2,31,Regular,Mixto,Noreste,0,1,1,0,1,299.79,49700.0,345900.0,2024-05-21,1
SC-09603,Plan 3000,4,Bajo,-17.802392,-63.130285,7.62,8.04,Casa,186,86,6,3,1,3,20,Excelente,Hormigón armado,Este,0,0,0,0,0,291.38,25100.0,174700.0,2022-06-10,1
SC-09604,Plan 3000,4,Bajo,-17.797807,-63.143692,5.69,7.53,Terreno,122,0,0,0,0,0,0,Regular,Hormigón armado,Noroeste,0,0,0,0,0,86.46,10100.0,70300.0,2023-12-13,0
SC-09605,Av. Paurito,5,Medio-Bajo,-17.810775,-63.227223,7.86,8.97,Terreno,375,0,0,0,0,0,0,Bueno,Hormigón armado,Este,0,0,1,0,0,211.69,82600.0,574900.0,2022-11-11,0
SC-09606,Av. Cristo Redentor,3,Medio,-17.77642,-63.175907,1.37,5.15,Local Comercial,359,235,5,2,1,2,21,Excelente,Hormigón armado,Oeste,0,0,0,0,0,549.25,129300.0,899900.0,2023-04-29,1
SC-09607,Cotoca (periurbano),6,Bajo,-17.817656,-63.052756,17.51,9.73,Departamento,135,125,3,2,1,0,12,Regular,Hormigón armado,Este,0,0,1,1,0,209.85,27100.0,188600.0,2024-03-05,1
SC-09608,Plan 3000,4,Bajo,-17.801446,-63.130904,7.45,7.93,Penthouse,153,143,2,2,1,2,7,Regular,Hormigón armado,Este,0,0,0,0,0,319.81,44100.0,306900.0,2022-06-03,0
SC-09609,Plan 3000,4,Bajo,-17.788122,-63.125022,6.59,6.45,Local Comercial,1214,526,4,4,3,0,46,Regular,Hormigón armado,Oeste,0,0,0,0,0,179.82,98200.0,683500.0,2023-09-12,1
SC-09610,Barrio Sirari,3,Medio-Alto,-17.739663,-63.193794,6.06,1.07,Casa,287,237,3,1,3,2,1,Regular,Steel frame,Sur,0,1,1,0,0,473.35,111100.0,773300.0,2024-06-07,0
SC-09611,Los Pozos,3,Medio,-17.804809,-63.172902,3.38,8.3,Departamento,87,76,1,1,1,0,11,Regular,Mixto,Este,0,0,1,0,0,263.99,19300.0,134300.0,2023-07-31,1
SC-09612,Av. Banzer (norte),4,Medio-Alto,-17.725609,-63.173122,7.31,0.49,Local Comercial,174,72,5,3,2,0,33,Bueno,Hormigón armado,Norte,0,0,1,0,1,633.57,45700.0,318100.0,2023-11-27,1
SC-09613,Hamacas,2,Alto-Medio,-17.741195,-63.197498,6.28,1.24,Terreno,223,0,0,0,0,0,0,En construcción,Hormigón armado,Oeste,1,0,0,0,0,378.28,87700.0,610400.0,2022-04-01,1
SC-09614,Av. Cristo Redentor,3,Medio,-17.772435,-63.179935,1.39,4.71,Casa,298,125,3,3,1,1,41,Excelente,Hormigón armado,Noroeste,0,1,0,0,0,397.86,51400.0,357700.0,2022-08-05,1
SC-09615,Plan 3000,4,Bajo,-17.812977,-63.14633,7.1,9.21,Departamento,121,114,1,2,1,0,11,Bueno,Ladrillo,Sur,0,0,0,0,0,204.4,23100.0,160800.0,2023-03-16,1
SC-09616,Av. Cristo Redentor,3,Medio,-17.763101,-63.176574,2.78,3.67,Departamento,94,93,3,2,1,1,29,Regular,Hormigón armado,Noroeste,0,0,1,0,0,183.14,16300.0,113400.0,2023-09-11,1
SC-09617,Hamacas,2,Alto-Medio,-17.734108,-63.202225,7.56,0.46,Departamento,156,153,1,1,1,0,7,Malo,Ladrillo,Sureste,1,0,1,1,1,561.22,85700.0,596500.0,2022-09-09,0
SC-09618,Norte (Radial 26),4,Medio-Alto,-17.717828,-63.17079,8.42,1.35,Casa,109,88,4,2,3,0,17,Regular,Mixto,Sureste,0,1,1,0,1,436.65,37800.0,263100.0,2022-08-21,1
SC-09619,Hamacas,2,Alto-Medio,-17.742787,-63.206496,7.05,1.42,Duplex,426,294,3,2,3,3,50,Bueno,Ladrillo,Norte,0,0,0,0,1,446.04,130000.0,904800.0,2023-01-07,1
SC-09620,Urbarí,2,Alto,-17.762325,-63.205351,4.76,3.59,Casa,289,153,5,4,3,1,13,Regular,Ladrillo,Sureste,1,1,1,0,0,721.83,115700.0,805300.0,2024-04-20,1
SC-09621,El Trompillo,2,Medio-Alto,-17.79899,-63.206401,4.35,7.66,Casa,655,348,4,2,1,4,24,Bueno,Ladrillo,Oeste,0,0,1,0,0,501.05,172200.0,1198500.0,2022-09-07,0
SC-09622,Av. Cristo Redentor,3,Medio,-17.765099,-63.170738,3.18,3.9,Duplex,361,168,5,1,3,2,15,Bueno,Ladrillo,Oeste,0,0,1,0,0,449.69,73800.0,513600.0,2022-03-26,1
SC-09623,Hamacas,2,Alto-Medio,-17.752029,-63.205846,5.96,2.45,Local Comercial,554,246,4,2,1,4,13,Bueno,Hormigón armado,Este,1,0,0,0,1,785.53,198700.0,1383000.0,2022-01-07,0
SC-09624,Warnes,6,Bajo,-17.499676,-63.171257,32.58,25.57,Terreno,146,0,0,0,0,0,0,Bueno,Ladrillo,Oeste,0,0,1,0,0,129.1,18400.0,128100.0,2022-08-24,1
