id_cliente,perfil_estimado,edad,genero,ingreso_mensual_bs,ingreso_mensual_usd_ref,presupuesto_max_usd,presupuesto_max_bs,fuente_contacto,dispositivo_principal,tipo_propiedad_buscada,zona_preferida_1,anillo_preferido,estrato_zona_preferida,zonas_visitadas_conteo,habitaciones_minimo,superficie_minima_m2,superficie_maxima_m2,precio_minimo_usd,precio_maximo_usd,precio_minimo_bs,precio_maximo_bs,necesita_garage,necesita_jardin,prefiere_amueblado,acepta_planos,propiedades_vistas,contactos_realizados,favoritos_guardados,dias_activo_plataforma,sesiones_totales,frecuencia_busqueda,vio_video_propiedad,solicito_visita,cerro_trato,score_engagement,tiempo_decision_dias,calificacion_atencion,fecha_registro
CLI-07116,Jubilado,72,M,5496.0,789.66,15000.0,104400.0,Referido,Móvil,Departamento,Casco Viejo,1,Medio,2,2,103,187,8000.0,15000.0,55700.0,104400.0,0,0,0,0,24,15,10,24,20,Mensual,0,1,0,83.0,,4.0,2023-02-22
CLI-07117,Joven_prof,23,F,4249.0,610.49,41000.0,285400.0,Portal web,Desktop,Departamento,Warnes,6,Bajo,1,2,199,532,23000.0,41000.0,160100.0,285400.0,1,0,0,0,16,4,12,348,47,Ocasional,0,1,0,58.1,,4.0,2023-10-01
CLI-07118,Familia,30,F,8300.0,1192.53,63000.0,438500.0,Visita directa,Desktop,Casa,El Trompillo,2,Medio-Alto,4,3,213,399,35000.0,63000.0,243600.0,438500.0,1,0,1,1,67,9,9,146,159,Semanal,1,1,1,100.0,600.0,2.0,2023-09-20
CLI-07119,Jubilado,66,M,4271.0,613.65,42000.0,292300.0,Portal web,Móvil,Departamento,Los Pozos,3,Medio,3,2,61,332,23000.0,42000.0,160100.0,292300.0,0,0,1,0,66,10,7,191,115,Varias veces/semana,1,1,0,100.0,,2.0,2024-04-07
CLI-07120,Inversor,46,M,20453.0,2938.65,229000.0,1593800.0,Instagram,Móvil,Departamento,Av. Paurito,5,Medio-Bajo,3,1,280,476,126000.0,229000.0,877000.0,1593800.0,1,0,0,1,80,3,8,97,45,Diaria,1,0,0,78.5,,3.0,2022-10-22
CLI-07121,Familia,37,M,8120.0,1166.67,93000.0,647300.0,Portal web,Móvil,Casa,Cotoca (periurbano),6,Bajo,3,3,223,454,51000.0,93000.0,355000.0,647300.0,1,1,1,0,25,1,1,67,144,Diaria,0,0,0,60.7,,3.0,2024-02-20
CLI-07122,Joven_prof,31,F,9124.0,1310.92,33000.0,229700.0,Portal web,Móvil,Departamento,Sur (Doble Vía La Guardia),4,Medio,3,1,275,390,18000.0,33000.0,125300.0,229700.0,0,0,0,1,31,8,5,164,194,Ocasional,1,1,1,100.0,49.0,3.0,2024-05-29
CLI-07123,Jubilado,65,F,4899.0,703.88,13000.0,90500.0,Visita directa,Desktop,Departamento,Urbarí,2,Alto,1,4,89,366,7000.0,13000.0,48700.0,90500.0,0,1,1,1,1,1,10,217,1,Varias veces/semana,1,0,0,23.8,,1.0,2022-10-03
CLI-07124,Joven_prof,22,F,3739.0,537.21,17000.0,118300.0,Referido,Móvil,Departamento,Norte (Radial 26),4,Medio-Alto,2,2,273,544,9000.0,17000.0,62600.0,118300.0,0,1,1,0,64,3,1,188,108,Mensual,0,1,0,75.4,,1.0,2022-11-05
CLI-07125,Inversor,42,M,38295.0,5502.16,79000.0,549800.0,Facebook,Desktop,Departamento,Equipetrol Norte,3,Alto,3,4,204,365,43000.0,79000.0,299300.0,549800.0,1,0,0,0,15,15,1,356,169,Semanal,1,1,0,100.0,,3.0,2022-11-14
CLI-07126,Inversor,42,F,56272.0,8085.06,105000.0,730800.0,Visita directa,Desktop,Local Comercial,Villa 1ro de Mayo,4,Bajo,2,4,191,266,58000.0,105000.0,403700.0,730800.0,1,0,0,1,70,11,17,268,101,Varias veces/semana,0,1,0,100.0,,5.0,2024-03-19
CLI-07127,Familia,36,M,15995.0,2298.13,74000.0,515000.0,Facebook,Móvil,Casa,Equipetrol Norte,3,Alto,1,3,290,448,41000.0,74000.0,285400.0,515000.0,1,1,1,1,23,1,16,167,31,Mensual,0,0,0,55.8,,2.0,2024-04-05
CLI-07128,Inversor,40,M,39575.0,5686.06,271000.0,1886200.0,Visita directa,Móvil,Departamento,Norte (Radial 26),4,Medio-Alto,3,3,98,173,149000.0,271000.0,1037000.0,1886200.0,1,0,1,0,8,4,13,107,144,Mensual,1,1,0,85.2,,2.0,2022-08-25
CLI-07129,Joven_prof,26,No especificado,8884.0,1276.44,47000.0,327100.0,Instagram,Desktop,Penthouse,Warnes,6,Bajo,3,2,202,342,26000.0,47000.0,181000.0,327100.0,0,1,0,1,77,14,18,110,104,Ocasional,1,1,0,100.0,,2.0,2023-08-28
CLI-07130,Inversor,56,F,62343.0,8957.33,196000.0,1364200.0,WhatsApp,Móvil,Casa,Warnes,6,Bajo,4,3,103,299,108000.0,196000.0,751700.0,1364200.0,0,1,1,0,42,2,13,308,112,Diaria,1,0,0,86.6,,3.0,2022-06-16
CLI-07131,Familia,28,F,9769.0,1403.59,59000.0,410600.0,Facebook,Desktop,Duplex,Urbarí,2,Alto,3,3,238,432,32000.0,59000.0,222700.0,410600.0,0,0,1,1,60,0,3,255,52,Ocasional,1,0,0,51.6,,,2023-11-13
CLI-07132,Inversor,55,M,57063.0,8198.71,77000.0,535900.0,Referido,Móvil,Casa,Equipetrol Sur,3,Alto,2,2,187,284,42000.0,77000.0,292300.0,535900.0,1,0,0,1,51,14,1,32,187,Mensual,1,1,0,100.0,,1.0,2023-07-31
CLI-07133,Joven_prof,24,M,8881.0,1276.01,52000.0,361900.0,Visita directa,Móvil,Penthouse,Palermo,3,Medio,3,1,189,295,29000.0,52000.0,201800.0,361900.0,0,1,0,1,50,10,5,192,25,Ocasional,1,1,0,72.5,,4.0,2023-02-04
CLI-07134,Inversor,50,F,21369.0,3070.26,36000.0,250600.0,Portal web,Móvil,Casa,Las Palmas,2,Alto-Medio,3,4,243,442,20000.0,36000.0,139200.0,250600.0,0,1,1,1,6,14,1,78,143,Ocasional,0,1,0,89.9,,1.0,2024-01-24
CLI-07135,Familia,46,M,6855.0,984.91,95000.0,661200.0,Referido,Móvil,Duplex,Los Pozos,3,Medio,4,3,222,490,52000.0,95000.0,361900.0,661200.0,0,1,0,0,27,6,14,333,84,Varias veces/semana,0,1,0,84.7,,5.0,2022-11-17
CLI-07136,Inversor,59,M,22009.0,3162.21,131000.0,911800.0,Instagram,Desktop,Casa,Equipetrol Norte,3,Alto,3,4,69,438,72000.0,131000.0,501100.0,911800.0,0,0,1,1,37,7,3,42,142,Ocasional,0,1,0,88.1,,5.0,2022-05-06
CLI-07137,Familia,43,F,5821.0,836.35,60000.0,417600.0,Instagram,Móvil,Casa,Av. Cristo Redentor,3,Medio,3,1,64,299,33000.0,60000.0,229700.0,417600.0,0,0,1,0,39,2,13,217,54,Mensual,1,1,0,67.7,,3.0,2023-09-05
CLI-07138,Joven_prof,30,M,7425.0,1066.81,38000.0,264500.0,WhatsApp,Móvil,Departamento,Equipetrol Sur,3,Alto,3,3,95,261,21000.0,38000.0,146200.0,264500.0,0,1,1,0,27,6,13,102,100,Diaria,0,1,0,87.5,,5.0,2024-02-09
CLI-07139,Joven_prof,27,F,6873.0,987.5,52000.0,361900.0,WhatsApp,Desktop,Penthouse,Plan 3000,4,Bajo,2,3,171,411,29000.0,52000.0,201800.0,361900.0,0,1,1,0,58,8,10,108,29,Semanal,1,1,0,81.7,,4.0,2022-03-29
CLI-07140,Familia,42,M,11905.0,1710.49,105000.0,730800.0,Referido,Móvil,Duplex,Casco Viejo,1,Medio,1,2,143,342,58000.0,105000.0,403700.0,730800.0,0,1,1,0,43,4,8,219,181,Diaria,1,1,0,100.0,,1.0,2023-12-11
CLI-07141,Familia,47,M,17909.0,2573.13,39000.0,271400.0,Llamada telefónica,Móvil,Casa,Equipetrol Sur,3,Alto,2,2,221,311,21000.0,39000.0,146200.0,271400.0,0,1,1,1,67,14,7,71,165,Semanal,0,1,0,100.0,,2.0,2023-07-13
CLI-07142,Joven_prof,27,F,5226.0,750.86,33000.0,229700.0,Portal web,Desktop,Departamento,Urbarí,2,Alto,2,4,281,681,18000.0,33000.0,125300.0,229700.0,1,0,1,0,31,1,16,43,78,Semanal,0,0,0,73.9,,4.0,2023-04-04
CLI-07143,Joven_prof,31,No especificado,4685.0,673.13,35000.0,243600.0,Facebook,Móvil,Penthouse,Warnes,6,Bajo,2,2,204,566,19000.0,35000.0,132200.0,243600.0,1,1,1,0,23,7,19,302,197,Semanal,0,1,0,100.0,,1.0,2023-04-13
CLI-07144,Empresa,31,F,90017.0,12933.48,95000.0,661200.0,Instagram,Móvil,Oficina,Hamacas,2,Alto-Medio,2,1,161,383,52000.0,95000.0,361900.0,661200.0,0,1,1,1,25,8,6,356,89,Semanal,1,1,0,75.2,,4.0,2023-02-22
CLI-07145,Familia,44,F,13858.0,1991.09,32000.0,222700.0,WhatsApp,Móvil,Duplex,Palermo,3,Medio,2,3,186,295,18000.0,32000.0,125300.0,222700.0,0,0,1,0,60,2,5,333,38,Varias veces/semana,0,0,0,57.4,,3.0,2024-03-09
CLI-07146,Joven_prof,32,M,5446.0,782.47,43000.0,299300.0,WhatsApp,Desktop,Penthouse,Equipetrol Sur,3,Alto,4,4,292,375,24000.0,43000.0,167000.0,299300.0,1,1,0,1,31,1,15,157,146,Semanal,0,0,0,92.3,,3.0,2023-11-10
CLI-07147,Familia,40,F,7127.0,1023.99,71000.0,494200.0,WhatsApp,Móvil,Casa,Warnes,6,Bajo,1,4,289,628,39000.0,71000.0,271400.0,494200.0,0,1,1,1,53,11,10,3,23,Diaria,0,1,0,86.4,,5.0,2022-12-03
CLI-07148,Familia,37,M,12659.0,1818.82,32000.0,222700.0,Portal web,Móvil,Casa,Casco Viejo,1,Medio,1,4,89,184,18000.0,32000.0,125300.0,222700.0,0,0,0,0,15,5,11,59,76,Diaria,1,1,0,67.3,,2.0,2022-09-20
CLI-07149,Joven_prof,29,F,5286.0,759.48,37000.0,257500.0,Referido,Tablet,Departamento,El Trompillo,2,Medio-Alto,2,2,247,480,20000.0,37000.0,139200.0,257500.0,1,1,1,0,31,14,20,217,137,Diaria,0,1,0,100.0,,3.0,2024-05-27
CLI-07150,Familia,43,M,10996.0,1579.89,84000.0,584600.0,WhatsApp,Móvil,Casa,Av. Cristo Redentor,3,Medio,3,3,90,150,46000.0,84000.0,320200.0,584600.0,0,0,0,1,24,8,8,119,140,Diaria,0,1,0,94.0,,3.0,2022-12-18
CLI-07151,Familia,46,F,16111.0,2314.8,29000.0,201800.0,Portal web,Móvil,Duplex,Equipetrol Sur,3,Alto,3,2,210,498,16000.0,29000.0,111400.0,201800.0,1,1,1,1,20,4,1,204,114,Varias veces/semana,1,1,0,58.2,,4.0,2024-01-26
CLI-07152,Familia,42,F,5918.0,850.29,85000.0,591600.0,Facebook,Móvil,Casa,Equipetrol Norte,3,Alto,4,3,111,191,47000.0,85000.0,327100.0,591600.0,1,0,1,1,59,9,15,269,196,Varias veces/semana,1,1,0,100.0,,2.0,2024-01-09
CLI-07153,Joven_prof,35,M,8509.0,1222.56,29000.0,201800.0,Instagram,Móvil,Penthouse,Villa 1ro de Mayo,4,Bajo,4,2,127,217,16000.0,29000.0,111400.0,201800.0,1,0,1,1,67,7,19,15,101,Mensual,0,1,0,100.0,,3.0,2023-05-24
CLI-07154,Jubilado,61,M,3727.0,535.49,52000.0,361900.0,Referido,Móvil,Departamento,Sur (Doble Vía La Guardia),4,Medio,1,2,144,312,29000.0,52000.0,201800.0,361900.0,1,0,0,0,80,1,5,52,170,Semanal,1,0,0,100.0,,3.0,2022-04-27
CLI-07155,Familia,42,M,12169.0,1748.42,66000.0,459400.0,Referido,Desktop,Duplex,Hamacas,2,Alto-Medio,3,2,281,352,36000.0,66000.0,250600.0,459400.0,1,1,1,0,20,3,19,314,116,Varias veces/semana,0,0,0,91.8,,5.0,2023-11-16
CLI-07156,Empresa,36,F,102777.0,14766.81,180000.0,1252800.0,Portal web,Móvil,Terreno,El Trompillo,2,Medio-Alto,3,1,243,399,99000.0,180000.0,689000.0,1252800.0,0,0,0,0,22,7,1,272,144,Diaria,1,1,0,77.2,,3.0,2023-01-05
CLI-07157,Joven_prof,26,F,7928.0,1139.08,43000.0,299300.0,WhatsApp,Móvil,Departamento,Equipetrol Norte,3,Alto,1,3,255,414,24000.0,43000.0,167000.0,299300.0,1,0,1,1,12,3,17,153,86,Mensual,1,0,0,74.8,,5.0,2024-01-03
CLI-07158,Jubilado,60,F,5630.0,808.91,76000.0,529000.0,Visita directa,Móvil,Departamento,Villa 1ro de Mayo,4,Bajo,4,2,105,424,42000.0,76000.0,292300.0,529000.0,0,0,1,0,25,4,1,270,4,Ocasional,1,1,0,27.7,,5.0,2024-05-02
CLI-07159,Familia,44,M,11602.0,1666.95,61000.0,424600.0,Llamada telefónica,Desktop,Duplex,Las Palmas,2,Alto-Medio,3,2,122,494,34000.0,61000.0,236600.0,424600.0,1,1,0,1,58,12,10,198,50,Mensual,1,1,0,100.0,,3.0,2023-10-09
CLI-07160,Jubilado,66,F,4140.0,594.83,61000.0,424600.0,Llamada telefónica,Móvil,Departamento,Palermo,3,Medio,4,2,183,452,34000.0,61000.0,236600.0,424600.0,1,1,1,0,40,6,18,199,185,Ocasional,0,1,0,100.0,,1.0,2024-02-17
CLI-07161,Familia,42,F,5223.0,750.43,33000.0,229700.0,Portal web,Móvil,Casa,Casco Viejo,1,Medio,3,4,283,335,18000.0,33000.0,125300.0,229700.0,0,1,1,0,4,6,6,46,196,Diaria,0,1,0,90.8,,2.0,2022-07-04
CLI-07162,Joven_prof,27,M,9400.0,1350.57,17000.0,118300.0,Facebook,Desktop,Penthouse,Las Palmas,2,Alto-Medio,4,2,201,485,9000.0,17000.0,62600.0,118300.0,0,0,0,1,25,0,18,73,105,Mensual,0,0,0,80.0,,,2022-09-29
CLI-07163,Empresa,33,F,46706.0,6710.63,755000.0,5254800.0,Portal web,Desktop,Local Comercial,Av. Banzer (norte),4,Medio-Alto,4,2,212,494,415000.0,755000.0,2888400.0,5254800.0,1,1,0,1,15,6,15,32,152,Mensual,0,1,0,100.0,,3.0,2022-12-12
CLI-07164,Jubilado,72,M,3354.0,481.9,30000.0,208800.0,Instagram,Móvil,Departamento,Av. Paurito,5,Medio-Bajo,3,1,169,390,16000.0,30000.0,111400.0,208800.0,0,0,1,1,29,9,7,296,102,Mensual,0,1,0,86.1,,3.0,2023-01-17
CLI-07165,Inversor,40,F,75041.0,10781.75,131000.0,911800.0,Facebook,Desktop,Departamento,Casco Viejo,1,Medio,3,2,170,400,72000.0,131000.0,501100.0,911800.0,1,1,0,0,75,4,14,285,89,Ocasional,0,1,0,100.0,,4.0,2022-06-15
CLI-07166,Familia,46,M,11421.0,1640.95,74000.0,515000.0,Instagram,Móvil,Duplex,Equipetrol Sur,3,Alto,2,1,50,325,41000.0,74000.0,285400.0,515000.0,1,0,1,1,73,7,20,358,7,Varias veces/semana,0,1,0,99.6,,3.0,2024-02-18
CLI-07167,Empresa,34,F,107487.0,15443.53,108000.0,751700.0,Instagram,Desktop,Terreno,Barrio Sirari,3,Medio-Alto,3,1,249,522,59000.0,108000.0,410600.0,751700.0,0,1,0,1,9,10,9,163,133,Semanal,1,1,0,92.4,,2.0,2023-11-10
CLI-07168,Jubilado,64,No especificado,3228.0,463.79,51000.0,355000.0,Llamada telefónica,Móvil,Casa,Beni (zona norte),3,Medio-Alto,4,1,108,210,28000.0,51000.0,194900.0,355000.0,0,0,0,1,78,8,11,104,115,Varias veces/semana,1,1,1,100.0,132.0,5.0,2022-02-12
CLI-07169,Familia,49,M,10650.0,1530.17,44000.0,306200.0,Instagram,Móvil,Duplex,Beni (zona norte),3,Medio-Alto,3,4,265,449,24000.0,44000.0,167000.0,306200.0,0,0,1,0,49,7,12,258,7,Ocasional,1,1,0,71.6,,1.0,2022-03-17
CLI-07170,Familia,49,F,10325.0,1483.48,116000.0,807400.0,Facebook,Móvil,Casa,Norte (Radial 26),4,Medio-Alto,4,1,118,337,64000.0,116000.0,445400.0,807400.0,0,0,0,0,16,13,19,206,140,Varias veces/semana,1,1,1,100.0,172.0,1.0,2022-03-29
CLI-07171,Joven_prof,27,M,3637.0,522.56,15000.0,104400.0,Instagram,Desktop,Penthouse,Plan 3000,4,Bajo,3,3,154,239,8000.0,15000.0,55700.0,104400.0,1,1,0,1,66,3,9,296,111,Varias veces/semana,0,0,0,93.3,,5.0,2023-12-17
CLI-07172,Empresa,47,F,26772.0,3846.55,495000.0,3445200.0,Llamada telefónica,Móvil,Oficina,Norte (Radial 26),4,Medio-Alto,1,1,213,356,272000.0,495000.0,1893100.0,3445200.0,1,0,0,0,73,3,1,307,162,Semanal,0,0,0,96.1,,2.0,2024-04-05
CLI-07173,Jubilado,73,M,2299.0,330.32,42000.0,292300.0,Portal web,Desktop,Departamento,Beni (zona norte),3,Medio-Alto,3,1,56,153,23000.0,42000.0,160100.0,292300.0,1,1,0,0,19,6,14,102,179,Diaria,1,1,0,100.0,,3.0,2022-09-28
CLI-07174,Inversor,42,M,70848.0,10179.31,56000.0,389800.0,Portal web,Móvil,Terreno,Warnes,6,Bajo,4,4,244,411,31000.0,56000.0,215800.0,389800.0,1,0,1,0,9,0,7,13,44,Varias veces/semana,1,0,0,31.7,,,2023-06-26
CLI-07175,Inversor,55,M,38736.0,5565.52,132000.0,918700.0,Visita directa,Tablet,Departamento,Villa 1ro de Mayo,4,Bajo,2,1,173,334,73000.0,132000.0,508100.0,918700.0,0,1,1,1,54,11,20,81,76,Diaria,1,1,0,100.0,,5.0,2022-09-01
CLI-07176,Familia,45,No especificado,9709.0,1394.97,91000.0,633400.0,Visita directa,Móvil,Duplex,Palermo,3,Medio,4,3,66,220,50000.0,91000.0,348000.0,633400.0,1,1,0,1,31,0,12,207,78,Semanal,1,0,0,62.9,,,2022-07-26
CLI-07177,Jubilado,65,No especificado,2267.0,325.72,65000.0,452400.0,Portal web,Móvil,Departamento,Sur (Doble Vía La Guardia),4,Medio,4,3,144,239,36000.0,65000.0,250600.0,452400.0,0,1,0,1,4,10,0,269,5,Mensual,0,1,1,33.5,290.0,1.0,2023-11-21
CLI-07178,Empresa,46,M,104709.0,15044.4,374000.0,2603000.0,Instagram,Tablet,Oficina,El Trompillo,2,Medio-Alto,3,2,45,268,206000.0,374000.0,1433800.0,2603000.0,0,1,0,1,63,5,3,134,18,Varias veces/semana,1,1,0,57.9,,3.0,2022-01-15
CLI-07179,Familia,39,M,16533.0,2375.43,55000.0,382800.0,Instagram,Desktop,Duplex,Barrio Sirari,3,Medio-Alto,3,3,243,321,30000.0,55000.0,208800.0,382800.0,0,1,0,0,30,8,6,53,141,Semanal,1,1,0,93.3,,3.0,2024-01-14
CLI-07180,Familia,39,M,14031.0,2015.95,56000.0,389800.0,Referido,Móvil,Casa,Los Pozos,3,Medio,3,3,157,473,31000.0,56000.0,215800.0,389800.0,1,1,0,1,49,2,4,243,187,Semanal,0,0,0,94.6,,5.0,2023-02-12
CLI-07181,Jubilado,58,M,2392.0,343.68,16000.0,111400.0,WhatsApp,Desktop,Casa,El Trompillo,2,Medio-Alto,3,3,52,389,9000.0,16000.0,62600.0,111400.0,0,0,1,0,64,1,18,271,88,Mensual,1,0,0,97.4,,5.0,2022-12-21
CLI-07182,Familia,38,M,10747.0,1544.11,119000.0,828200.0,Referido,Móvil,Duplex,Los Pozos,3,Medio,4,4,192,492,65000.0,119000.0,452400.0,828200.0,0,0,1,0,29,5,8,358,31,Ocasional,1,1,0,54.8,,1.0,2022-02-07
CLI-07183,Inversor,56,F,26541.0,3813.36,272000.0,1893100.0,Facebook,Desktop,Departamento,Warnes,6,Bajo,1,1,158,412,150000.0,272000.0,1044000.0,1893100.0,0,0,0,1,45,2,2,191,50,Ocasional,1,1,0,47.5,,3.0,2024-05-25
CLI-07184,Jubilado,61,M,5698.0,818.68,39000.0,271400.0,Facebook,Tablet,Casa,El Trompillo,2,Medio-Alto,3,4,209,287,21000.0,39000.0,146200.0,271400.0,1,1,0,0,37,8,7,81,119,Ocasional,1,1,0,92.2,,2.0,2022-10-16
CLI-07185,Jubilado,61,M,3982.0,572.13,45000.0,313200.0,Instagram,Móvil,Casa,Sur (Doble Vía La Guardia),4,Medio,4,2,219,321,25000.0,45000.0,174000.0,313200.0,1,0,0,0,63,12,19,214,152,Varias veces/semana,1,1,0,100.0,,2.0,2023-10-21
CLI-07186,Joven_prof,22,M,8508.0,1222.41,14000.0,97400.0,Portal web,Móvil,Penthouse,Barrio Sirari,3,Medio-Alto,2,3,62,371,8000.0,14000.0,55700.0,97400.0,1,1,0,0,28,0,12,193,49,Mensual,1,0,0,52.7,,,2023-09-16
CLI-07187,Jubilado,73,F,3482.0,500.29,22000.0,153100.0,Instagram,Desktop,Departamento,Equipetrol Sur,3,Alto,1,3,115,207,12000.0,22000.0,83500.0,153100.0,0,0,1,0,30,3,19,334,184,Mensual,1,0,0,100.0,,3.0,2023-07-27
CLI-07188,Joven_prof,31,No especificado,9210.0,1323.28,11000.0,76600.0,WhatsApp,Desktop,Departamento,Norte (Radial 26),4,Medio-Alto,3,3,56,271,6000.0,11000.0,41800.0,76600.0,0,1,1,1,42,15,15,104,30,Diaria,1,1,0,100.0,,4.0,2022-05-26
CLI-07189,Inversor,55,M,63601.0,9138.07,149000.0,1037000.0,Referido,Móvil,Casa,Barrio Sirari,3,Medio-Alto,1,4,73,334,82000.0,149000.0,570700.0,1037000.0,1,0,1,0,58,11,12,323,51,Diaria,0,1,1,100.0,280.0,4.0,2022-10-12
CLI-07190,Familia,31,M,14290.0,2053.16,108000.0,751700.0,Portal web,Móvil,Casa,Barrio Sirari,3,Medio-Alto,3,1,297,387,59000.0,108000.0,410600.0,751700.0,0,1,0,1,37,9,9,136,182,Semanal,1,1,0,100.0,,5.0,2023-11-19
CLI-07191,Inversor,47,F,37078.0,5327.3,91000.0,633400.0,Instagram,Móvil,Departamento,Cotoca (periurbano),6,Bajo,3,3,205,305,50000.0,91000.0,348000.0,633400.0,0,1,1,0,30,12,7,93,19,Diaria,0,1,0,70.7,,4.0,2022-04-11
CLI-07192,Familia,47,F,13453.0,1932.9,120000.0,835200.0,Instagram,Desktop,Duplex,Palermo,3,Medio,3,2,61,372,66000.0,120000.0,459400.0,835200.0,0,1,1,0,39,7,15,77,199,Mensual,0,1,0,100.0,,5.0,2023-01-16
CLI-07193,Inversor,46,M,62418.0,8968.1,245000.0,1705200.0,Llamada telefónica,Desktop,Departamento,Urbarí,2,Alto,4,1,212,360,135000.0,245000.0,939600.0,1705200.0,0,0,0,0,58,0,9,316,144,Semanal,0,0,0,90.2,,,2023-09-09
CLI-07194,Jubilado,62,M,4612.0,662.64,36000.0,250600.0,Referido,Móvil,Departamento,Barrio Sirari,3,Medio-Alto,4,2,141,506,20000.0,36000.0,139200.0,250600.0,0,1,1,0,55,8,6,86,26,Varias veces/semana,1,1,1,71.3,292.0,3.0,2022-10-10
CLI-07195,Familia,33,M,13510.0,1941.09,28000.0,194900.0,Instagram,Móvil,Duplex,Sur (Doble Vía La Guardia),4,Medio,3,3,53,189,15000.0,28000.0,104400.0,194900.0,1,1,1,0,56,3,1,359,153,Semanal,1,0,0,84.9,,3.0,2024-01-28
CLI-07196,Jubilado,77,F,4083.0,586.64,50000.0,348000.0,Facebook,Móvil,Departamento,Barrio Sirari,3,Medio-Alto,2,1,44,95,28000.0,50000.0,194900.0,348000.0,0,0,1,0,31,7,8,281,95,Diaria,0,1,1,81.0,89.0,5.0,2023-04-02
CLI-07197,Joven_prof,22,F,9394.0,1349.71,51000.0,355000.0,Instagram,Móvil,Penthouse,Plan 3000,4,Bajo,3,1,57,182,28000.0,51000.0,194900.0,355000.0,0,1,0,1,8,4,17,3,97,Varias veces/semana,0,1,1,79.1,263.0,3.0,2023-06-16
CLI-07198,Empresa,51,F,30712.0,4412.64,524000.0,3647000.0,Facebook,Móvil,Oficina,Av. Paurito,5,Medio-Bajo,4,2,63,274,288000.0,524000.0,2004500.0,3647000.0,0,1,0,0,73,11,11,330,39,Ocasional,0,1,0,100.0,,1.0,2022-12-13
CLI-07199,Inversor,37,M,66765.0,9592.67,175000.0,1218000.0,Instagram,Móvil,Terreno,Av. Cristo Redentor,3,Medio,1,1,197,416,96000.0,175000.0,668200.0,1218000.0,0,1,1,1,78,3,3,183,139,Diaria,0,0,0,95.7,,2.0,2023-12-31
CLI-07200,Jubilado,77,M,2609.0,374.86,26000.0,181000.0,Portal web,Desktop,Casa,Sur (Doble Vía La Guardia),4,Medio,4,4,243,369,14000.0,26000.0,97400.0,181000.0,0,0,0,0,6,13,2,127,61,Mensual,1,1,0,64.3,,2.0,2024-02-04
CLI-07201,Joven_prof,27,M,5539.0,795.83,39000.0,271400.0,Visita directa,Desktop,Penthouse,Cotoca (periurbano),6,Bajo,4,1,275,437,21000.0,39000.0,146200.0,271400.0,1,0,0,0,71,11,11,83,88,Diaria,0,1,0,100.0,,5.0,2023-04-05
CLI-07202,Familia,34,F,5853.0,840.95,73000.0,508100.0,Instagram,Desktop,Casa,Hamacas,2,Alto-Medio,3,1,230,369,40000.0,73000.0,278400.0,508100.0,1,1,1,1,37,2,18,142,115,Semanal,1,0,0,95.0,,5.0,2024-05-24
CLI-07203,Joven_prof,33,F,4208.0,604.6,27000.0,187900.0,Visita directa,Desktop,Departamento,Av. Cristo Redentor,3,Medio,3,2,213,343,15000.0,27000.0,104400.0,187900.0,0,1,0,1,25,11,6,63,100,Varias veces/semana,0,1,0,87.5,,2.0,2022-01-03
CLI-07204,Joven_prof,32,F,6266.0,900.29,29000.0,201800.0,Portal web,Móvil,Departamento,Casco Viejo,1,Medio,3,3,286,405,16000.0,29000.0,111400.0,201800.0,0,1,1,0,74,15,6,268,54,Varias veces/semana,0,1,0,100.0,,5.0,2022-02-08
CLI-07205,Familia,50,F,14241.0,2046.12,24000.0,167000.0,Facebook,Móvil,Casa,Plan 3000,4,Bajo,2,3,208,558,13000.0,24000.0,90500.0,167000.0,0,1,0,0,30,15,2,40,53,Varias veces/semana,0,1,0,79.9,,1.0,2024-06-06
CLI-07206,Inversor,50,F,32436.0,4660.34,203000.0,1412900.0,Referido,Móvil,Local Comercial,Beni (zona norte),3,Medio-Alto,2,1,242,626,112000.0,203000.0,779500.0,1412900.0,0,1,0,0,20,15,1,36,12,Mensual,1,1,0,60.6,,4.0,2023-09-06
CLI-07207,Jubilado,77,M,5788.0,831.61,53000.0,368900.0,Llamada telefónica,Móvil,Departamento,Av. Cristo Redentor,3,Medio,1,3,229,356,29000.0,53000.0,201800.0,368900.0,1,1,1,1,47,3,5,152,62,Ocasional,0,0,0,61.1,,5.0,2024-06-06
CLI-07208,Joven_prof,28,F,9242.0,1327.87,54000.0,375800.0,Referido,Desktop,Penthouse,Sur (Doble Vía La Guardia),4,Medio,1,1,141,233,30000.0,54000.0,208800.0,375800.0,1,1,0,0,65,6,18,336,95,Ocasional,1,1,0,100.0,,2.0,2023-05-15
CLI-07209,Familia,41,F,16491.0,2369.4,117000.0,814300.0,Visita directa,Móvil,Duplex,Hamacas,2,Alto-Medio,2,2,208,453,64000.0,117000.0,445400.0,814300.0,1,1,1,0,55,11,18,134,133,Diaria,0,1,0,100.0,,4.0,2023-05-27
CLI-07210,Familia,47,M,15102.0,2169.83,108000.0,751700.0,Llamada telefónica,Móvil,Casa,Barrio Sirari,3,Medio-Alto,2,1,219,555,59000.0,108000.0,410600.0,751700.0,0,0,1,1,68,8,20,220,56,Mensual,0,1,0,100.0,,1.0,2022-07-05
